00|198372|00
01|198374|00
02|198375|00
03|198376|00
04|198377|00
05|198378|00
06|198380|00
07|198381|00
08|198383|00
09|198384|00
10|198386|00
11|198387|00
12|198389|00
13|198390|00
14|198391|00
15|198393|00
16|198394|00
17|198396|00
18|198397|00
19|198398|00
20|198400|00
21|198401|00
22|198403|00
23|198404|00
24|198406|00
25|198407|00
26|198408|00
27|198410|00
28|198411|00
29|198413|00
30|198414|00
31|198416|00
32|198417|00
33|198419|00
34|198420|00
35|198421|00
36|198423|00
37|198424|00
38|198426|00
39|198427|00
40|198428|00
41|198429|00
42|198431|00
43|198432|00
44|198433|00
45|198435|00
46|198436|00
47|198437|00
48|198438|00
49|198440|00
50|198441|00
51|198442|00
52|198444|00
53|198445|00
54|198446|00
55|198447|00
56|198449|00
57|198450|00
58|198451|00
59|198453|00
60|198454|00
61|198456|00
62|198457|00
63|198459|00
64|198460|00
65|198461|00
66|198462|00
67|198463|00
68|198465|00
69|198466|00
70|198467|00
71|198468|00
72|198469|00
73|198470|00
74|198471|00
75|198472|00
76|198473|00
77|198474|00
78|198475|00
79|198477|00
80|198478|00
81|198479|00
82|198480|00
83|198481|00
84|198482|00
85|198482|00
86|198484|00
87|198485|00
88|198485|00
89|198486|00
90|198487|00
91|198488|00
92|198489|00
93|198490|00
94|198490|00
95|198492|00
96|198493|00
97|198494|00
98|198495|00
99|198496|00
09|198849|00
08|198850|00
07|198851|00
06|198852|00
05|198853|00
04|198854|00
03|198855|00
02|198857|00
01|198858|00
00|198859|00
19|198860|00
18|198861|00
17|198862|00
16|198863|00
15|198864|00
14|198866|00
13|198868|00
12|198869|00
11|198871|00
10|198872|00
29|198873|00
28|198875|00
27|198876|00
26|198878|00
25|198879|00
24|198880|00
23|198880|00
22|198881|00
21|198882|00
20|198883|00
39|198884|00
38|198884|00
37|198885|00
36|198886|00
35|198887|00
34|198888|00
33|198889|00
32|198889|00
31|198890|00
30|198891|00
49|198892|00
48|198893|00
47|198893|00
46|198894|00
45|198895|00
44|198896|00
43|198897|00
42|198897|00
41|198898|00
40|198899|00
59|198900|00
58|198900|00
57|198901|00
56|198902|00
55|198903|00
54|198903|00
53|198904|00
52|198905|00
51|198906|00
50|198907|00
69|198907|00
68|198908|00
67|198909|00
66|198910|00
65|198911|00
64|198912|00
63|198913|00
62|198914|00
61|198915|00
60|198916|00
79|198917|00
78|198918|00
77|198919|00
76|198920|00
75|198920|00
74|198921|00
73|198922|00
72|198922|00
71|198923|00
70|198924|00
89|198925|00
88|198925|00
87|198926|00
86|198927|00
85|198927|00
84|198928|00
83|198929|00
82|198930|00
81|198930|00
80|198931|00
99|198932|00
98|198933|00
97|198933|00
96|198934|00
95|198935|00
94|198936|00
93|198936|00
92|198937|00
91|198938|00
90|198939|00
99|198940|00
98|198943|00
97|198944|00
96|198945|00
95|198946|00
94|198947|00
93|198948|00
92|198949|00
91|198950|00
90|198951|00
89|198952|00
88|198954|00
87|198955|00
86|198956|00
85|198957|00
84|198958|00
83|198959|00
82|198960|00
81|198961|00
80|198962|00
79|198962|00
78|198963|00
77|198964|00
76|198965|00
75|198966|00
74|198966|00
73|198967|00
72|198968|00
71|198969|00
70|198970|00
69|198971|00
68|198971|00
67|198972|00
66|198973|00
65|198974|00
64|198975|00
63|198976|00
62|198976|00
61|198977|00
60|198978|00
59|198979|00
58|198980|00
57|198981|00
56|198981|00
55|198982|00
54|198983|00
53|198984|00
52|198985|00
51|198986|00
50|198987|00
49|198987|00
48|198988|00
47|198989|00
46|198990|00
45|198991|00
44|198991|00
43|198992|00
42|198993|00
41|198994|00
40|198995|00
39|198995|00
38|198996|00
37|198997|00
36|198998|00
35|198998|00
34|198999|00
33|199000|00
32|199001|00
31|199002|00
30|199003|00
29|199003|00
28|199004|00
27|199005|00
26|199006|00
25|199007|00
24|199007|00
23|199008|00
22|199009|00
21|199010|00
20|199011|00
19|199011|00
18|199012|00
17|199013|00
16|199014|00
15|199015|00
14|199015|00
13|199016|00
12|199017|00
11|199018|00
10|199018|00
09|199019|00
08|199020|00
07|199021|00
06|199021|00
05|199022|00
04|199023|00
03|199024|00
02|199024|00
01|199025|00
00|199026|00
90|199027|00
91|199028|00
92|199029|00
93|199029|00
94|199030|00
95|199031|00
